Name,Location,City,P.O. Box,Phone,Mobile,Company Page Link,Logo URL
Sushi,"Grand Hyatt Hotel, Sheikh Rashid Rd, Bur Dubai",Dubai,7978,04-3172222,N/A,https://www.yellowpages-uae.com/sushi-62658.html,
Sushi Central,Al Khalidiya,Abu Dhabi,N/A,600 520007,N/A,https://www.yellowpages-uae.com/sushi-central-175662.html,
Sushi Counter,Dubai Media City,Dubai,N/A,04-3751095,N/A,https://www.yellowpages-uae.com/sushi-counter-175784.html,
Sushi Folie,"Holiday Inn, Al Barsha, next to Mall of the Emirates",Dubai,115443,04-3234333,N/A,https://www.yellowpages-uae.com/sushi-folie-62660.html,
Sushi Sushi Restaurant - Century Village,Garhoud,Dubai,77671,04-2829908,N/A,https://www.yellowpages-uae.com/sushi-sushi-restaurant-century-village-150157.html,
Suvoroff,"Murgan 1 Bldg, Near Al Ansari Exch, JBR",Dubai,333581,04-4370178,N/A,https://www.yellowpages-uae.com/suvoroff-62626.html,
Swadist,"Opposite City Corner Supermarket, Al Karama",Dubai,N/A,04-3342920,N/A,https://www.yellowpages-uae.com/swadist-173553.html,
Swagath Vegetarian Restaurant,"Food Court, Al Musalla Tower, Mankhool",Dubai,8226,04-3969363,N/A,https://www.yellowpages-uae.com/swagath-vegetarian-restaurant-111357.html,
"Swan, The","Al Ghurair Centre, Deira",Dubai,171567,04-2285911,N/A,https://www.yellowpages-uae.com/swan-the-135710.html,
Sydney Restaurant,"Opp Bin Ladin Camp, Indl Area 11",Sharjah,30218,06-5349443,N/A,https://www.yellowpages-uae.com/sydney-restaurant-129111.html,
Szechuan Palace,"Ramada Chelsea Hotel, Al Barsha",Dubai,N/A,04-5019000,N/A,https://www.yellowpages-uae.com/szechuan-palace-143665.html,
Tabaq Restaurant,"Hamdan St, Ziani",Abu Dhabi,46695,02-6787349,N/A,https://www.yellowpages-uae.com/tabaq-restaurant-119605.html,
Taipei Dao,Downtown Dubai,Dubai,N/A,04-4510694,N/A,https://www.yellowpages-uae.com/taipei-dao-175785.html,
Taj Mahal Restaurant,"Next to Al Fujairah Jewellery, Opp ADCB",Fujairah,1146,09-2225225,N/A,https://www.yellowpages-uae.com/taj-mahal-restaurant-116562.html,
Tajdeed Hyderabadi Restaurant,"Gete Bldg B Block, Opp City Hotel, Rolla",Sharjah,N/A,06-5637393,N/A,https://www.yellowpages-uae.com/tajdeed-hyderabadi-restaurant-68584.html,
Tala Semplice,"8th St., Deira City Centre",Dubai,N/A,04-2925200,N/A,https://www.yellowpages-uae.com/tala-semplice-143086.html,
Talay Thai Restaurant,"Le Meridian, Al Zahiyah",Abu Dhabi,N/A,02-6446666,N/A,https://www.yellowpages-uae.com/talay-thai-restaurant-175725.html,
Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA",Abu Dhabi,75337,02-6452221,N/A,https://www.yellowpages-uae.com/tamar-darbar-restaurant-175523.html,
Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah",Abu Dhabi,N/A,02-6728888,N/A,https://www.yellowpages-uae.com/tamba-restaurant-175726.html,
Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah",Sharjah,66988,06-5353696,N/A,https://www.yellowpages-uae.com/tamilnadu-restaurant-148307.html,
Tandoor Express,Mussafah,Abu Dhabi,N/A,02-5596655,N/A,https://www.yellowpages-uae.com/tandoor-express-145584.html,
Tandoor Palace,"Al Nahda 1, Qusais",Dubai,91521,04-2505035,N/A,https://www.yellowpages-uae.com/tandoor-palace-175350.html,
Tandoori Junction Restaurant,"G 04, HDS Tower, JLT",Dubai,643532,04-4311866,N/A,https://www.yellowpages-uae.com/tandoori-junction-restaurant-147696.html,
Tandushi,Lotus Downtown Metro Hotel Apartments & Spa,Dubai,N/A,04-2068888,N/A,https://www.yellowpages-uae.com/tandushi-67472.html,
Tanjara,Madinat Zayed,Abu Dhabi,33779,02-6278644,N/A,https://www.yellowpages-uae.com/tanjara-145585.html,
Taqado Mexican Kitchen,"The Galleria, Al Maryah Island",Abu Dhabi,N/A,02-6770700,N/A,https://www.yellowpages-uae.com/taqado-mexican-kitchen-175648.html,
Tarbouche,Central Market,Abu Dhabi,N/A,02-6282220,N/A,https://www.yellowpages-uae.com/tarbouche-145706.html,
Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park",Sharjah,N/A,06-5240100,N/A,https://www.yellowpages-uae.com/tareeq-al-saadah-restaurant-175364.html,
Tarweeah,"Behind Spinneys, Najda Street",Abu Dhabi,N/A,02-6445004,N/A,https://www.yellowpages-uae.com/tarweeah-175573.html,
Tashas Cafe,Al Bateen,Abu Dhabi,N/A,02-4450890,N/A,https://www.yellowpages-uae.com/tashas-cafe-175727.html,
Tashkent Restaurant,Al Barsha,Dubai,71121,04-4470706,N/A,https://www.yellowpages-uae.com/tashkent-restaurant-175355.html,
Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis",Dubai,N/A,04-3922283,N/A,https://www.yellowpages-uae.com/taste-buds-restaurant-fzo-175282.html,
Taste Of India Vegetarian Restaurant,Al Wahda,Sharjah,N/A,06-5484551,N/A,https://www.yellowpages-uae.com/taste-of-india-vegetarian-restaurant-147705.html,
Taste Restaurant,"Hor Al Anz, Deira",Dubai,N/A,04-2623050,N/A,https://www.yellowpages-uae.com/taste-restaurant-175346.html,
Tasty Biriyani Restaurant,Deira,Dubai,81658,04-2298856,N/A,https://www.yellowpages-uae.com/tasty-biriyani-restaurant-124756.html,
Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai",Dubai,N/A,04-3798100,N/A,https://www.yellowpages-uae.com/tasty-village-restaurant-175296.html,
Tawa Bakery,"Al Muneera Beach Plaza, Al Raha",Abu Dhabi,N/A,02-5566900,N/A,https://www.yellowpages-uae.com/tawa-bakery-175663.html,
Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda",Dubai,N/A,04-2727729,N/A,https://www.yellowpages-uae.com/taxi-shawarma-175224.html,
Taza,Al Nahda,Sharjah,N/A,06-5254415,N/A,https://www.yellowpages-uae.com/sharjah-taza-68538.html,
Tcby,Deira,Dubai,3929,04-2621144,N/A,https://www.yellowpages-uae.com/tcby-149563.html,
Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2",Dubai,N/A,04-8804428,N/A,https://www.yellowpages-uae.com/tea-junction-cafe-175343.html,
Tea Turn Cafeteria,"Near Fatima Supermarket, TCA",Abu Dhabi,N/A,02-6456751,N/A,https://www.yellowpages-uae.com/tea-turn-cafeteria-175574.html,
Teatro - Towers Rotana Hotel,Sh Zayed Road,Dubai,30430,04-3122240,N/A,https://www.yellowpages-uae.com/teatro-towers-rotana-hotel-150159.html,
Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz",Dubai,N/A,04-3307555,N/A,https://www.yellowpages-uae.com/thai-rock-restaurant-147726.html,
The Black Lion,"The H Dubai, Shk Zayed Road",Dubai,N/A,04-5018888,N/A,https://www.yellowpages-uae.com/the-black-lion-175803.html,
The Boardwalk,"Opp City Centre, Deira",Dubai,N/A,04-2956000,N/A,https://www.yellowpages-uae.com/the-boardwalk-175620.html,
The Cake Bar,Jumeirah Beach Rd,Dubai,22399,04-3955775,N/A,https://www.yellowpages-uae.com/the-cake-bar-147391.html,
The Cave,"Cornad Dubai, Shk Zayed Road",Dubai,N/A,04-4447444,N/A,https://www.yellowpages-uae.com/the-cave-175818.html,
The City Celebration Restaurant,Hamdan St,Abu Dhabi,N/A,02-6729656,N/A,https://www.yellowpages-uae.com/the-city-celebration-restaurant-146035.html,
The Croft,Dubai Marina,Dubai,N/A,04-3194794,N/A,https://www.yellowpages-uae.com/the-croft-175821.html,
The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College",Dubai,N/A,04-2585522,N/A,https://www.yellowpages-uae.com/the-desert-wok-restaurant-175221.html,
The Favourite Restaurant,Al Falah Str,Abu Dhabi,40032,02-6412464,N/A,https://www.yellowpages-uae.com/the-favourite-restaurant-148458.html,
The Forge,"Ritz Carlton, Al Maqta",Abu Dhabi,N/A,02-8188282,N/A,https://www.yellowpages-uae.com/the-forge-175696.html,
The Foundry,"Southern Sun, Al Zahiyah",Abu Dhabi,N/A,02-8184888,N/A,https://www.yellowpages-uae.com/the-foundry-175697.html,
The Gem Garden,Shaikh Zayed Road,Dubai,N/A,04-3234333,N/A,https://www.yellowpages-uae.com/the-gem-garden-67482.html,
The Grand Grill Steakhouse,Shk Zayed Rd,Dubai,213059,04-3380409,N/A,https://www.yellowpages-uae.com/the-grand-grill-steakhouse-159152.html,
The Huddle,"Citymax Hotel, Al Barsha",Dubai,N/A,04-4078000,N/A,https://www.yellowpages-uae.com/the-huddle-67483.html,
The Indian Accent,Salam Street,Abu Dhabi,N/A,02-8836144,N/A,https://www.yellowpages-uae.com/the-indian-accent-175506.html,
The Indian Corner FZC,SAIF Zone,Sharjah,9358,06-5573664,N/A,https://www.yellowpages-uae.com/the-indian-corner-fzc-137314.html,
The Indian Pavillion,Umm Suqueim / Al Wasl Road / MOE,Dubai,N/A,04-3941483,N/A,https://www.yellowpages-uae.com/the-indian-pavillion-67484.html,
The Kebab Shop,"Z Bldg, DMCC",Dubai,126764,04-3453365,N/A,https://www.yellowpages-uae.com/the-kebab-shop-146770.html,
The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai",Dubai,N/A,04-3459992,N/A,https://www.yellowpages-uae.com/the-liquid-lounge-67808.html,
The Lounge,"Sea View Hotel, Bur Dubai",Dubai,N/A,04-3558080,N/A,https://www.yellowpages-uae.com/the-lounge-67809.html,
The Maine - A New England Brasserie Company,Jumeirah,Dubai,N/A,04-4576719,N/A,https://www.yellowpages-uae.com/the-maine-a-new-england-brasserie-company-177576.html,
The Market Place,"JW Marriot, Deira",Dubai,N/A,04-6077977,N/A,https://www.yellowpages-uae.com/the-market-place-67485.html,
The Meat Company,Souk Al Qaryat Al Beri,Abu Dhabi,N/A,02-5581713,N/A,https://www.yellowpages-uae.com/the-meat-company-175709.html,
The Med,Dubai Media City,Dubai,N/A,04-4271000,N/A,https://www.yellowpages-uae.com/the-med-67810.html,
The Monk,Al Aweer,Dubai,63363,04-3335353,N/A,https://www.yellowpages-uae.com/oras-al-khaimahzai-motors-fzd-66742.html,
The Monsoon,"Flora Grand Hotel, Deira",Dubai,N/A,04-2233344,N/A,https://www.yellowpages-uae.com/the-monsoon-67486.html,
The Old Vic,"Ramada Hotel Dubai, Bur Dubai",Dubai,N/A,04-3519999,N/A,https://www.yellowpages-uae.com/the-old-vic-67488.html,
The Retreat,Khalifa City,Abu Dhabi,N/A,02-6169999,N/A,https://www.yellowpages-uae.com/the-retreat-175717.html,
The Snack House,"Gate 1 Building, Dubai Silicon Oasis",Dubai,N/A,04-3338680,N/A,https://www.yellowpages-uae.com/the-snack-house-175266.html,
The Stuffed Burger Company,Airport Road,Abu Dhabi,N/A,02-5560353,N/A,https://www.yellowpages-uae.com/the-stuffed-burger-company-175566.html,
The Terrace Restaurant,Next to Gulf Medical University,Ajman,N/A,06-7430002,N/A,https://www.yellowpages-uae.com/the-terrace-restaurant-142568.html,
The Village Restaurant,"Al Hamra Village Golf Resort, RAK",Ras Al Khaimah,N/A,07-2446666,N/A,https://www.yellowpages-uae.com/the-village-restaurant-108020.html,
The Wok House,"Front Fa?ade, BurJuman",Dubai,N/A,04-3599786,N/A,https://www.yellowpages-uae.com/the-wok-house-67493.html,
Tibba Restaurant,"Damascus St, Qusais",Dubai,N/A,04-2578585,N/A,https://www.yellowpages-uae.com/tibba-restaurant-143045.html,
Tiffinbites,Jumeirah Beach Residence,Dubai,N/A,04-4404952,N/A,https://www.yellowpages-uae.com/tiffinbites-67815.html,
Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais",Dubai,N/A,04-2205822,N/A,https://www.yellowpages-uae.com/tikka-tonight-restaurant-175321.html,
Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2",Dubai,N/A,04-2637335,N/A,https://www.yellowpages-uae.com/todays-restaurant-175255.html,
Toki Japanese Restaurant,"Hilton, Khubeirah",Abu Dhabi,N/A,02-6811900,N/A,https://www.yellowpages-uae.com/toki-japanese-restaurant-175728.html,
Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz",Dubai,N/A,050-4746812,N/A,https://www.yellowpages-uae.com/tom-serg-cafe-175786.html,
Tony Roma's,Sh Zayed Rd,Dubai,15018,04-3685655,N/A,https://www.yellowpages-uae.com/tony-roma-s-131620.html,
Topkapi - Taj Palace Hotel Dubai,Riqa Road,Dubai,42211,04-2113060,N/A,https://www.yellowpages-uae.com/topkapi-taj-palace-hotel-dubai-149564.html,
Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah",Abu Dhabi,N/A,02-8115666,N/A,https://www.yellowpages-uae.com/tori-nu-su-175742.html,
Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA",Abu Dhabi,N/A,056-4680910,N/A,https://www.yellowpages-uae.com/tourist-club-star-cafeteria-175551.html,
Trader Vics,"Crowne Plaza, Sh zayed road",Dubai,N/A,04-3311111,N/A,https://www.yellowpages-uae.com/trader-vics-67819.html,
Traiteur,"Park Hyatt, Deira",Dubai,N/A,04-3172222,N/A,https://www.yellowpages-uae.com/traiteur-67820.html,
Travancore Restaurant LLC,Mussafah 10,Abu Dhabi,N/A,02-5596490,N/A,https://www.yellowpages-uae.com/travancore-restaurant-llc-150966.html,
Tripoli Restaurant,Musaffah,Abu Dhabi,N/A,02-6440999,N/A,https://www.yellowpages-uae.com/tripoli-restaurant-175518.html,
Triveni Restaurant,"Beauty Center Bldg, Near Fish R/A, Opp Maktoum Hosp",Dubai,82863,04-2213133,N/A,https://www.yellowpages-uae.com/triveni-restaurant-138608.html,
Troyka - Ascot Hotel,"5th Flr, Burjuman Centre, Bur Dubai",Dubai,52555,04-3520900,N/A,https://www.yellowpages-uae.com/troyka-ascot-hotel-62627.html,
Tub Of Butter,"Al Manara, Shk Zayed Road",Dubai,N/A,04-3438884,N/A,https://www.yellowpages-uae.com/tub-of-butter-175634.html,
Turath Al Mandi,"503, Jumeirah Beach Rd, Jumeirah 3",Dubai,74804,04-3953555,N/A,https://www.yellowpages-uae.com/turath-al-mandi-102640.html,
Turquoiz,Saadiyat Island,Abu Dhabi,N/A,02-4988888,N/A,https://www.yellowpages-uae.com/turquoiz-175729.html,
Tutti Frutti Restaurant,Al Wasit St,Sharjah,N/A,06-5668555,N/A,https://www.yellowpages-uae.com/tutti-frutti-restaurant-111389.html,
UBK Cafe,"Movenpick, JLT",Dubai,N/A,04-4380000,N/A,https://www.yellowpages-uae.com/ubk-cafe-175787.html,
Udupi Sagar Restaurant,"Near Astoria Hotel, Meena Bazar, Bur Dubai",Dubai,122426,04-3799442,N/A,https://www.yellowpages-uae.com/udupi-sagar-restaurant-175578.html,
Ultra Brasserie,Dubai Marina,Dubai,N/A,04-2775644,N/A,https://www.yellowpages-uae.com/ultra-brasserie-175788.html,
Union Restaurant,"Near Emirates Petrol Station, Launch R/A",Ras Al Khaimah,401,07-2331389,N/A,https://www.yellowpages-uae.com/union-restaurant-138741.html,
Unique Restaurant,Murabba R/A,Al Ain,16913,03-7668188,N/A,https://www.yellowpages-uae.com/unique-restaurant-123685.html,
UNO Pizzeria & Grill,Deira City Centre,Dubai,N/A,8008667,N/A,https://www.yellowpages-uae.com/uno-pizzeria-grill-175536.html,
Uptown Pizza,Jumeirah,Dubai,79401,04-3483487,N/A,https://www.yellowpages-uae.com/uptown-pizza-147662.html,
Urban Bistro,"CNN Building, Media City",Dubai,N/A,04-3624330,N/A,https://www.yellowpages-uae.com/urban-bistro-175789.html,
Urban Seafood,The Outlet Village,Dubai,N/A,800 7527,N/A,https://www.yellowpages-uae.com/urban-seafood-175563.html,
Ushna Restaurant,Souk Al Qaryat Al Beri,Abu Dhabi,N/A,02-5581769,N/A,https://www.yellowpages-uae.com/ushna-restaurant-175730.html,
Vadakkan Pepper Restaurant,"Owais Bldg, Abu Shagara",Sharjah,N/A,06-5445225,N/A,https://www.yellowpages-uae.com/vadakkan-pepper-restaurant-175360.html,
Vaishali Restaurant LLC,Deira,Dubai,65214,04-2243839,N/A,https://www.yellowpages-uae.com/vaishali-restaurant-llc-145821.html,
Variety Food Restaurant and Catering,New Sanaiya,Ajman,14113,06-7481012,N/A,https://www.yellowpages-uae.com/variety-food-restaurant-and-catering-121526.html,
Vasanta Bhavan Restaurant,Bur Dubai,Dubai,51311,04-3934873,N/A,https://www.yellowpages-uae.com/vasanta-bhavan-restaurant-114932.html,
Vasanta Vegetarian Bhavan Restaurant,Al Nahda,Dubai,N/A,04-2391177,N/A,https://www.yellowpages-uae.com/vasanta-vegetarian-bhavan-restaurant-175203.html,
Vascos,"Hilton, Al Khubeirah",Abu Dhabi,N/A,02-6811900,N/A,https://www.yellowpages-uae.com/vascos-175731.html,
Vazhiyoram Thattukada,"Near National Paints, Al Muwailah",Sharjah,N/A,06-5435498,N/A,https://www.yellowpages-uae.com/vazhiyoram-thattukada-148171.html,
Venus Restaurant,"Opposite Lulu Center, Al Karama",Dubai,N/A,04-3352113,N/A,https://www.yellowpages-uae.com/venus-restaurant-173558.html,
Via Delhi Restaurant,"Near Lamcy, Oud Metha",Dubai,N/A,04-3448044,N/A,https://www.yellowpages-uae.com/via-delhi-restaurant-175490.html,
Village Restaurant,"Village Hyper Market Bldg, New West Accomodation, 8th R/A, Jafza",Jebel Ali,14528,04-8834844,N/A,https://www.yellowpages-uae.com/village-restaurant-145540.html,
Vrindhavan Restaurant,"Bhnd Deira Taxi Stand, Deira",Dubai,52423,04-2273527,N/A,https://www.yellowpages-uae.com/vrindhavan-restaurant-138760.html,
Wadat Beijing Chinese Restaurant,"Bhnd Lulu Center, Near Sharjah Rotana Hotel",Sharjah,24365,06-5647551,N/A,https://www.yellowpages-uae.com/wadat-beijing-chinese-restaurant-150980.html,
Wadi Darbar Restaurant LLC,Satwa,Dubai,N/A,04-3327755,N/A,https://www.yellowpages-uae.com/wadi-darbar-restaurant-llc-175316.html,
Wadi Hadhramout Rest,"Near Al Madina S/Market, Gurfa",Fujairah,N/A,09-2233389,N/A,https://www.yellowpages-uae.com/wadi-hadhramout-rest-132695.html,
Wanees Restaurant,Deira,Dubai,40696,04-2696284,N/A,https://www.yellowpages-uae.com/wanees-restaurant-130930.html,
Wardat Lebanese Restaurant FZCO,JLT,Dubai,N/A,04-4521188,N/A,https://www.yellowpages-uae.com/wardat-lebanese-restaurant-fzco-151052.html,
Weighbridge Restaurant,"3rd I/Change, Al Quoz Indl Area",Dubai,6647,04-3470458,N/A,https://www.yellowpages-uae.com/weighbridge-restaurant-129735.html,
Wengs Kitchen Restaurant,"Behind UNB, Salam Street",Abu Dhabi,46504,02-6776799,N/A,https://www.yellowpages-uae.com/wengs-kitchen-restaurant-175588.html,
West Line Cafeteria,TCA,Abu Dhabi,N/A,02-6344771,N/A,https://www.yellowpages-uae.com/west-line-cafeteria-175587.html,
West Star Restaurant,"Near Rotana Hotel, Al Nabba St",Sharjah,N/A,06-5620156,N/A,https://www.yellowpages-uae.com/west-star-restaurant-146666.html,
Whissle,Tecom,Dubai,N/A,04-4538200,N/A,https://www.yellowpages-uae.com/whissle-158470.html,
White Pearl Restaurant,"Bhnd Modern Bakery, Near Jaleel Traders, Al Quoz",Dubai,N/A,04-3400226,N/A,https://www.yellowpages-uae.com/white-pearl-restaurant-175222.html,
Winnys Restaurant and Confectionery LLC,Bhnd Karama Fish Market,Dubai,115867,04-3358060,N/A,https://www.yellowpages-uae.com/winnys-restaurant-and-confectionery-llc-142846.html,
Wok Inn Thai-Chi Diner,Karama,Dubai,N/A,04-3977711,N/A,https://www.yellowpages-uae.com/wok-inn-thai-chi-diner-101178.html,
Woodside Restaurant,"Opp ADCB, Al Mina Rd",Sharjah,N/A,06-5615704,N/A,https://www.yellowpages-uae.com/woodside-restaurant-68578.html,
Woodys,"Food Court, Ramla Mall, DIP",Jebel Ali,488059,04-8878338,N/A,https://www.yellowpages-uae.com/woodys-146036.html,
Wrapchic,N/A,Dubai,N/A,04-3589999,N/A,https://www.yellowpages-uae.com/wrapchic-175545.html,
Y Bar,"Yas Island, Rotana Hotel",Abu Dhabi,N/A,02-6564000,N/A,https://www.yellowpages-uae.com/y-bar-143655.html,
Yannick Alleno,Palm Jumeirah,Dubai,N/A,04-44010101,N/A,https://www.yellowpages-uae.com/yannick-alleno-67827.html,
Yasmin Sweets and Restaurant,Old Passport Rd,Abu Dhabi,28815,02-6312580,N/A,https://www.yellowpages-uae.com/yasmin-sweets-and-restaurant-134744.html,
Yellow Cab Pizza Company,Satwa,Dubai,N/A,04-3456785,N/A,https://www.yellowpages-uae.com/yellow-cab-pizza-company-175283.html,
Yum Yum Tree Food Court,N/A,Dubai,N/A,04-4461500,N/A,https://www.yellowpages-uae.com/yum-yum-tree-food-court-148012.html,
Yummy Indian Restaurant,"Damascus St, Al Qusais 2",Dubai,333457,04-2677337,N/A,https://www.yellowpages-uae.com/yummy-indian-restaurant-123622.html,
Z Pizza Restaurant,"Jumeirah Beach Rd, Dubai Marina",Dubai,98811,04-3649292,N/A,https://www.yellowpages-uae.com/z-pizza-restaurant-147109.html,
Zaatar W Zeit,Sh Zayed Rd,Dubai,N/A,600-522231,N/A,https://www.yellowpages-uae.com/zaatar-w-zeit-175498.html,
Zabeel Restaurant,Bur Dubai Bus Stn,Dubai,45570,04-3939471,N/A,https://www.yellowpages-uae.com/zabeel-restaurant-117883.html,
Zafran,Marina Mall,Dubai,N/A,04-2840987,N/A,https://www.yellowpages-uae.com/zafran-175627.html,
Zahrat Al Quds Rest,"Abu Hail Centre, Deira",Dubai,86052,04-2977510,N/A,https://www.yellowpages-uae.com/zahrat-al-quds-rest-131172.html,
Zahrat Al Reef Al Shami Restaurant,N/A,Sharjah,N/A,06-5214175,N/A,https://www.yellowpages-uae.com/zahrat-al-reef-al-shami-restaurant-147653.html,
Zaid Al Ammar Seafood Restaurant,"Bhnd Al Mamzar Centre, Abu Hail",Dubai,N/A,04-2560000,N/A,https://www.yellowpages-uae.com/zaid-al-ammar-seafood-restaurant-175301.html,
Zam Zam Restaurant,"Near Sony Electronics S/Room, Marijah Rd",Sharjah,66,06-5682940,N/A,https://www.yellowpages-uae.com/zam-zam-restaurant-117647.html,
Zaytinya,Al Seef Village Mall,Abu Dhabi,N/A,02-4474489,N/A,https://www.yellowpages-uae.com/zaytinya-175664.html,
Al Marj Restaurants and Grills,Mussafah Indl Area M-16,Abu Dhabi,54742,02-5543131,N/A,https://www.yellowpages-uae.com/al-marj-restaurants-and-grills-114403.html,
Alternative Dining Experience Restaurants Management LLC,N/A,Dubai,487120,04-4329280,N/A,https://www.yellowpages-uae.com/alternative-dining-experience-restaurants-management-llc-147141.html,
